/local/S.Rasp/NWPW-VHR-10/positive-image-set/009.jpg,167,184,232,241,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/009.jpg,423,146,456,174,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/009.jpg,652,73,694,123,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/009.jpg,726,223,786,289,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/009.jpg,627,508,680,560,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/009.jpg,556,519,606,579,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/010.jpg,221,53,265,95,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/010.jpg,147,254,192,297,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/010.jpg,442,631,493,685,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/010.jpg,657,485,736,564,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/010.jpg,846,77,925,149,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/010.jpg,210,349,261,397,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/012.jpg,537,163,587,209,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/012.jpg,332,686,376,735,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,55,9,168,114,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,79,133,160,203,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,72,230,163,320,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,61,325,166,427,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,65,437,169,536,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,287,74,380,168,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,280,191,386,296,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,283,321,390,423,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,285,435,390,540,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,474,211,578,312,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,562,60,668,158,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,564,332,668,424,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/013.jpg,567,437,665,531,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/014.jpg,44,259,123,334,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/014.jpg,292,313,371,400,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/014.jpg,360,245,443,323,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/014.jpg,437,171,513,245,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/014.jpg,507,96,585,172,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/014.jpg,579,31,660,109,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/014.jpg,740,65,811,140,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/014.jpg,660,275,736,356,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/014.jpg,921,159,1007,256,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/014.jpg,843,332,944,438,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/015.jpg,44,294,147,389,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/015.jpg,148,289,247,389,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/015.jpg,386,479,505,587,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/015.jpg,534,30,634,138,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/015.jpg,631,23,729,124,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/015.jpg,773,340,873,441,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/015.jpg,731,29,823,118,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/016.jpg,117,111,218,204,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/016.jpg,112,217,212,309,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/016.jpg,111,319,226,419,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/016.jpg,464,195,584,295,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/016.jpg,706,48,808,144,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/016.jpg,720,153,842,253,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/016.jpg,734,250,851,361,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/016.jpg,752,366,861,472,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,52,515,152,594,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,233,393,312,452,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,258,472,333,529,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,272,546,368,622,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,175,109,258,187,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,463,9,543,93,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,521,124,618,197,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,451,229,535,311,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,773,352,856,425,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,891,282,973,370,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,387,382,443,429,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,403,437,459,478,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,423,489,475,527,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,466,355,530,403,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,490,417,555,467,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,523,324,588,374,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,548,384,614,437,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,615,291,673,332,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,634,343,693,383,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/017.jpg,654,389,711,435,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/018.jpg,59,332,152,420,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/018.jpg,69,427,172,514,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/018.jpg,88,532,180,614,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/018.jpg,226,211,338,302,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/018.jpg,378,23,458,98,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/019.jpg,40,302,99,362,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/019.jpg,342,289,396,358,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/019.jpg,529,277,605,345,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/019.jpg,637,274,694,336,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/019.jpg,739,272,792,340,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/019.jpg,834,268,893,340,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/020.jpg,50,189,116,275,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/020.jpg,141,240,227,318,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/020.jpg,191,300,238,369,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/020.jpg,259,300,316,363,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/020.jpg,340,273,413,356,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/020.jpg,495,171,589,273,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/020.jpg,608,169,704,262,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/020.jpg,783,243,879,353,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/020.jpg,958,202,1035,287,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/020.jpg,1050,144,1141,252,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,108,60,192,154,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,204,58,313,160,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,327,46,432,151,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,444,69,543,169,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,556,91,651,181,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,658,67,765,172,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,792,81,882,172,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,903,57,1032,180,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,1035,70,1140,184,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,1146,78,1251,181,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,48,222,160,321,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,106,493,207,577,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,103,607,220,703,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,106,727,205,814,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,780,470,835,528,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,815,520,870,570,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,730,500,790,558,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,760,550,815,604,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,660,545,706,590,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,690,592,736,638,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,618,572,664,615,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,650,620,692,665,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,578,600,620,641,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,606,646,650,690,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,488,485,528,520,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/021.jpg,470,450,500,485,storage-tank
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,31,137,88,211,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,168,139,222,204,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,228,131,309,212,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,325,140,385,201,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,517,116,585,186,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,760,114,830,183,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,1023,98,1079,161,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,1008,12,1086,64,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,36,302,99,378,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,254,286,323,360,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,345,284,401,355,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,542,268,610,344,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,633,262,702,337,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,732,334,797,400,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,882,369,961,426,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,988,250,1055,324,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/022.jpg,1069,241,1137,322,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/023.jpg,50,725,97,771,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/023.jpg,360,481,410,539,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/023.jpg,520,369,565,421,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/023.jpg,571,330,617,381,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/023.jpg,561,620,611,682,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,34,120,95,189,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,104,119,163,184,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,172,111,230,175,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,243,113,300,175,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,307,108,369,170,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,377,101,439,162,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,450,94,503,156,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,508,88,562,143,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,644,88,695,152,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,702,80,754,143,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,763,77,815,139,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,826,80,882,143,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,885,74,939,137,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,942,69,998,131,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,1005,65,1059,127,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,1073,66,1123,126,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,84,274,140,343,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,287,264,356,336,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,372,268,419,332,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,607,252,668,306,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,746,223,814,294,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,899,235,951,296,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,959,220,1026,290,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,1034,225,1091,288,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,1106,211,1157,277,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/024.jpg,795,334,878,391,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/026.jpg,57,37,130,120,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/026.jpg,283,524,328,581,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/026.jpg,353,492,426,570,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/026.jpg,433,444,480,493,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/026.jpg,702,600,771,647,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/026.jpg,764,554,833,597,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,39,120,108,197,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,135,114,207,189,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,218,113,286,178,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,298,110,366,188,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,382,113,449,187,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,597,101,669,175,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,774,97,844,166,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,938,83,1002,157,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,965,31,1047,94,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,82,488,150,544,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,165,461,234,535,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,244,450,325,549,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,349,456,432,550,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,462,446,543,544,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,595,439,682,530,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,695,440,780,535,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,805,435,887,530,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,907,419,1007,532,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,1014,432,1068,487,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,478,214,546,290,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/027.jpg,475,350,544,398,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/028.jpg,92,454,197,550,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/028.jpg,400,19,508,131,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/028.jpg,374,344,486,460,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/028.jpg,375,481,457,560,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/028.jpg,540,374,619,434,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/028.jpg,541,495,651,613,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/028.jpg,665,326,740,418,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/028.jpg,815,390,869,475,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/028.jpg,902,400,959,480,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,66,186,142,272,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,204,191,268,260,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,297,190,361,261,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,374,197,433,255,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,448,199,505,251,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,621,194,686,256,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,27,417,104,501,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,142,419,242,524,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,262,420,341,510,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,364,422,443,518,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/029.jpg,587,438,641,501,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,92,178,154,233,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,191,180,240,235,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,261,182,320,236,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,404,184,454,232,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,563,184,623,236,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,633,186,697,239,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,774,183,831,232,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,61,349,121,406,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,219,347,283,406,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,563,378,628,446,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,657,362,703,423,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,740,353,788,417,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/030.jpg,920,345,981,409,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/033.jpg,105,43,198,132,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/033.jpg,99,176,191,266,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/033.jpg,90,289,182,377,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/033.jpg,368,35,450,115,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/033.jpg,291,326,389,412,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/033.jpg,342,424,429,513,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/033.jpg,341,520,425,603,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/034.jpg,32,290,82,353,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/034.jpg,199,229,246,281,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/034.jpg,252,180,303,240,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/034.jpg,367,102,410,149,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/034.jpg,548,257,597,317,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/034.jpg,456,281,533,375,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/034.jpg,168,507,244,598,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/034.jpg,106,606,154,666,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,80,42,177,127,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,66,224,159,306,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,62,312,156,394,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,245,29,314,112,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,244,121,328,208,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,240,217,337,301,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,242,312,311,396,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,245,410,339,492,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,241,505,336,587,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,480,406,564,492,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,478,511,562,590,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,714,13,780,98,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,713,109,793,193,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,710,302,792,386,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,711,412,793,497,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,939,112,1023,194,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,938,206,1025,288,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,934,300,1023,385,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/035.jpg,932,501,1018,592,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/036.jpg,100,107,182,179,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/036.jpg,98,208,188,278,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/036.jpg,106,312,179,381,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/036.jpg,83,405,190,503,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/036.jpg,370,185,441,250,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/036.jpg,359,260,448,333,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/037.jpg,300,17,405,112,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/037.jpg,201,80,292,171,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/037.jpg,115,173,205,267,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/037.jpg,149,366,215,442,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/037.jpg,235,338,328,431,airplane
/local/S.Rasp/NWPW-VHR-10/positive-image-set/037.jpg,341,300,440,397,airplane
