170,Region1_DJF_Aqua/Aqua_CorrectedReflectance20110116_-61--40_10-24.jpeg,979,465,2095,1299,Flower
171,Region1_MAM_Aqua/Aqua_CorrectedReflectance20080404_-61--40_10-24.jpeg,26,21,2099,897,Gravel
172,Region1_MAM_Aqua/Aqua_CorrectedReflectance20080404_-61--40_10-24.jpeg,819,897,2099,1359,Fish
173,Region2_DJF_Aqua/Aqua_CorrectedReflectance20070108_159-180_8-22.jpeg,1082,7,2070,860,Gravel
174,Region2_DJF_Aqua/Aqua_CorrectedReflectance20070108_159-180_8-22.jpeg,1170,930,2099,1368,Sugar
175,Region3_SON_Terra/Terra_CorrectedReflectance20141007_-135--114_-15--1.jpeg,71,654,1931,1399,Gravel
176,Region3_SON_Terra/Terra_CorrectedReflectance20141007_-135--114_-15--1.jpeg,8,13,576,719,Sugar
177,Region3_SON_Terra/Terra_CorrectedReflectance20141007_-135--114_-15--1.jpeg,883,13,2084,623,Flower
178,Region3_SON_Terra/Terra_CorrectedReflectance20151026_-135--114_-15--1.jpeg,991,16,2099,1127,Gravel
179,Region3_SON_Aqua/Aqua_CorrectedReflectance20090930_-135--114_-15--1.jpeg,1191,214,1916,794,Sugar
180,Region3_SON_Aqua/Aqua_CorrectedReflectance20090930_-135--114_-15--1.jpeg,22,19,828,497,Sugar
181,Region3_SON_Aqua/Aqua_CorrectedReflectance20090930_-135--114_-15--1.jpeg,2,922,421,1249,Gravel
182,Region3_SON_Aqua/Aqua_CorrectedReflectance20090930_-135--114_-15--1.jpeg,1506,947,2012,1388,Sugar
183,Region1_MAM_Terra/Terra_CorrectedReflectance20160523_-61--40_10-24.jpeg,151,85,1460,1399,Gravel
184,Region1_DJF_Aqua/Aqua_CorrectedReflectance20110221_-61--40_10-24.jpeg,22,364,732,836,Gravel
186,Region1_MAM_Aqua/Aqua_CorrectedReflectance20070502_-61--40_10-24.jpeg,337,43,2024,1377,Gravel
187,Region2_DJF_Aqua/Aqua_CorrectedReflectance20110201_159-180_8-22.jpeg,1311,157,1720,1202,Gravel
189,Region3_SON_Terra/Terra_CorrectedReflectance20131024_-135--114_-15--1.jpeg,42,502,1187,989,Fish
190,Region3_DJF_Terra/Terra_CorrectedReflectance20171223_-135--114_-15--1.jpeg,391,312,2086,1078,Flower
192,Region1_DJF_Terra/Terra_CorrectedReflectance20141218_-61--40_10-24.jpeg,175,724,932,1385,Gravel
193,Region1_DJF_Terra/Terra_CorrectedReflectance20141218_-61--40_10-24.jpeg,327,259,1376,550,Sugar
195,Region3_DJF_Aqua/Aqua_CorrectedReflectance20160126_-135--114_-15--1.jpeg,1294,703,1954,1108,Flower
196,Region1_DJF_Aqua/Aqua_CorrectedReflectance20101207_-61--40_10-24.jpeg,1404,392,1903,917,Sugar
197,Region1_DJF_Aqua/Aqua_CorrectedReflectance20101207_-61--40_10-24.jpeg,399,492,1010,985,Fish
200,Region3_DJF_Aqua/Aqua_CorrectedReflectance20120221_-135--114_-15--1.jpeg,1596,134,2082,964,Gravel
201,Region3_DJF_Aqua/Aqua_CorrectedReflectance20120221_-135--114_-15--1.jpeg,331,350,1046,1240,Gravel
203,Region1_DJF_Terra/Terra_CorrectedReflectance20070204_-61--40_10-24.jpeg,1194,181,2099,1394,Gravel
204,Region1_DJF_Terra/Terra_CorrectedReflectance20070204_-61--40_10-24.jpeg,26,152,879,1175,Fish
206,Region1_MAM_Aqua/Aqua_CorrectedReflectance20070303_-61--40_10-24.jpeg,1104,493,2076,1370,Gravel
207,Region1_MAM_Aqua/Aqua_CorrectedReflectance20070303_-61--40_10-24.jpeg,979,11,2073,483,Flower
208,Region1_MAM_Aqua/Aqua_CorrectedReflectance20070303_-61--40_10-24.jpeg,14,633,799,1369,Flower
209,Region3_DJF_Aqua/Aqua_CorrectedReflectance20070205_-135--114_-15--1.jpeg,682,114,1706,408,Gravel
210,Region3_DJF_Aqua/Aqua_CorrectedReflectance20070205_-135--114_-15--1.jpeg,1081,844,2029,1371,Flower
212,Region3_DJF_Aqua/Aqua_CorrectedReflectance20160119_-135--114_-15--1.jpeg,1048,5,2094,761,Gravel
214,Region2_DJF_Terra/Terra_CorrectedReflectance20141223_159-180_8-22.jpeg,90,415,2028,1320,Fish
218,Region1_MAM_Aqua/Aqua_CorrectedReflectance20130301_-61--40_10-24.jpeg,1022,610,1747,1101,Sugar
219,Region3_DJF_Aqua/Aqua_CorrectedReflectance20090224_-135--114_-15--1.jpeg,17,30,1961,915,Fish
220,Region3_DJF_Aqua/Aqua_CorrectedReflectance20090224_-135--114_-15--1.jpeg,113,1006,2080,1399,Gravel
223,Region1_DJF_Terra/Terra_CorrectedReflectance20070124_-61--40_10-24.jpeg,791,721,2074,1299,Sugar
224,Region1_DJF_Terra/Terra_CorrectedReflectance20070124_-61--40_10-24.jpeg,616,46,1525,659,Fish
225,Region3_SON_Terra/Terra_CorrectedReflectance20161102_-135--114_-15--1.jpeg,461,577,1910,1387,Gravel
226,Region3_SON_Terra/Terra_CorrectedReflectance20161102_-135--114_-15--1.jpeg,590,66,1930,578,Gravel
227,Region3_SON_Aqua/Aqua_CorrectedReflectance20101016_-135--114_-15--1.jpeg,584,519,1745,1277,Gravel
229,Region2_DJF_Aqua/Aqua_CorrectedReflectance20091216_159-180_8-22.jpeg,65,678,1566,1181,Fish
231,Region2_DJF_Terra/Terra_CorrectedReflectance20101203_159-180_8-22.jpeg,373,23,1460,496,Sugar
232,Region1_DJF_Aqua/Aqua_CorrectedReflectance20121227_-61--40_10-24.jpeg,18,8,1056,563,Sugar
233,Region1_DJF_Aqua/Aqua_CorrectedReflectance20121227_-61--40_10-24.jpeg,27,577,1029,1148,Gravel
234,Region1_DJF_Aqua/Aqua_CorrectedReflectance20121227_-61--40_10-24.jpeg,1147,509,2077,1369,Sugar
235,Region1_DJF_Aqua/Aqua_CorrectedReflectance20121227_-61--40_10-24.jpeg,1075,14,1858,467,Sugar
237,Region2_DJF_Terra/Terra_CorrectedReflectance20071217_159-180_8-22.jpeg,588,1082,1583,1399,Fish
240,Region3_DJF_Terra/Terra_CorrectedReflectance20090224_-135--114_-15--1.jpeg,703,130,2099,879,Fish
241,Region3_DJF_Terra/Terra_CorrectedReflectance20090224_-135--114_-15--1.jpeg,701,907,1942,1382,Sugar
243,Region3_SON_Aqua/Aqua_CorrectedReflectance20131014_-135--114_-15--1.jpeg,42,810,1280,1399,Gravel
245,Region1_MAM_Terra/Terra_CorrectedReflectance20150303_-61--40_10-24.jpeg,1511,855,2099,1399,Flower
247,Region2_DJF_Terra/Terra_CorrectedReflectance20091212_159-180_8-22.jpeg,48,35,911,528,Gravel
248,Region2_DJF_Terra/Terra_CorrectedReflectance20091212_159-180_8-22.jpeg,1615,360,2073,1298,Sugar
249,Region2_DJF_Terra/Terra_CorrectedReflectance20091212_159-180_8-22.jpeg,87,679,1107,1239,Gravel
250,Region3_SON_Aqua/Aqua_CorrectedReflectance20161023_-135--114_-15--1.jpeg,843,266,1445,658,Sugar
252,Region1_MAM_Aqua/Aqua_CorrectedReflectance20170425_-61--40_10-24.jpeg,344,196,978,650,Flower
253,Region1_MAM_Aqua/Aqua_CorrectedReflectance20170425_-61--40_10-24.jpeg,967,777,2093,1386,Gravel
254,Region3_SON_Aqua/Aqua_CorrectedReflectance20110929_-135--114_-15--1.jpeg,8,30,1094,1359,Flower
255,Region3_SON_Aqua/Aqua_CorrectedReflectance20110929_-135--114_-15--1.jpeg,1311,19,2075,1384,Flower
257,Region3_SON_Terra/Terra_CorrectedReflectance20101110_-135--114_-15--1.jpeg,807,683,2090,1389,Flower
258,Region1_DJF_Terra/Terra_CorrectedReflectance20130117_-61--40_10-24.jpeg,29,40,676,1081,Flower
259,Region1_DJF_Terra/Terra_CorrectedReflectance20130117_-61--40_10-24.jpeg,795,721,2015,1376,Flower
260,Region1_DJF_Terra/Terra_CorrectedReflectance20130117_-61--40_10-24.jpeg,824,5,2023,677,Gravel
261,Region2_DJF_Aqua/Aqua_CorrectedReflectance20161213_159-180_8-22.jpeg,11,444,763,1277,Gravel
263,Region2_DJF_Terra/Terra_CorrectedReflectance20071221_159-180_8-22.jpeg,1374,128,2085,560,Gravel
264,Region2_DJF_Terra/Terra_CorrectedReflectance20071221_159-180_8-22.jpeg,1282,662,2077,928,Fish
265,Region2_DJF_Terra/Terra_CorrectedReflectance20071221_159-180_8-22.jpeg,1274,948,2089,1386,Gravel
266,Region2_DJF_Terra/Terra_CorrectedReflectance20121220_159-180_8-22.jpeg,48,649,1239,1116,Fish
268,Region3_DJF_Terra/Terra_CorrectedReflectance20101230_-135--114_-15--1.jpeg,20,1004,718,1399,Sugar
269,Region3_DJF_Terra/Terra_CorrectedReflectance20101230_-135--114_-15--1.jpeg,185,173,1446,512,Sugar
270,Region3_DJF_Terra/Terra_CorrectedReflectance20101230_-135--114_-15--1.jpeg,813,535,1277,1267,Flower
271,Region2_DJF_Aqua/Aqua_CorrectedReflectance20141207_159-180_8-22.jpeg,1156,380,2086,1384,Sugar
272,Region3_SON_Aqua/Aqua_CorrectedReflectance20090907_-135--114_-15--1.jpeg,397,83,1851,941,Fish
273,Region2_DJF_Terra/Terra_CorrectedReflectance20101215_159-180_8-22.jpeg,9,293,525,868,Fish
274,Region2_DJF_Terra/Terra_CorrectedReflectance20101215_159-180_8-22.jpeg,562,485,1263,985,Gravel
275,Region3_SON_Aqua/Aqua_CorrectedReflectance20120927_-135--114_-15--1.jpeg,1,24,1118,708,Sugar
277,Region3_SON_Aqua/Aqua_CorrectedReflectance20131125_-135--114_-15--1.jpeg,303,9,1983,1396,Flower
278,Region3_SON_Aqua/Aqua_CorrectedReflectance20131125_-135--114_-15--1.jpeg,10,196,605,953,Sugar
279,Region2_DJF_Terra/Terra_CorrectedReflectance20170124_159-180_8-22.jpeg,710,534,2041,1143,Sugar
280,Region3_DJF_Aqua/Aqua_CorrectedReflectance20160203_-135--114_-15--1.jpeg,751,309,1707,1290,Sugar
281,Region2_DJF_Aqua/Aqua_CorrectedReflectance20161206_159-180_8-22.jpeg,236,47,1474,523,Gravel
282,Region2_DJF_Aqua/Aqua_CorrectedReflectance20161206_159-180_8-22.jpeg,347,596,2028,1252,Fish
283,Region1_DJF_Aqua/Aqua_CorrectedReflectance20110107_-61--40_10-24.jpeg,719,615,1413,1273,Gravel
284,Region3_SON_Aqua/Aqua_CorrectedReflectance20071123_-135--114_-15--1.jpeg,74,78,1194,1399,Gravel
287,Region1_DJF_Terra/Terra_CorrectedReflectance20161207_-61--40_10-24.jpeg,943,525,1714,923,Sugar
288,Region1_DJF_Terra/Terra_CorrectedReflectance20161207_-61--40_10-24.jpeg,196,968,717,1316,Gravel
291,Region1_MAM_Aqua/Aqua_CorrectedReflectance20070318_-61--40_10-24.jpeg,984,14,1509,366,Sugar
292,Region1_MAM_Aqua/Aqua_CorrectedReflectance20070318_-61--40_10-24.jpeg,548,1014,1893,1355,Gravel
293,Region1_MAM_Terra/Terra_CorrectedReflectance20070513_-61--40_10-24.jpeg,690,532,2092,1394,Sugar
294,Region1_MAM_Terra/Terra_CorrectedReflectance20070513_-61--40_10-24.jpeg,1190,3,2086,680,Gravel
295,Region2_DJF_Terra/Terra_CorrectedReflectance20120110_159-180_8-22.jpeg,312,41,1618,1060,Fish
296,Region2_DJF_Aqua/Aqua_CorrectedReflectance20120108_159-180_8-22.jpeg,1246,4,2099,379,Sugar
297,Region2_DJF_Aqua/Aqua_CorrectedReflectance20120108_159-180_8-22.jpeg,1565,406,2099,968,Flower
298,Region3_SON_Terra/Terra_CorrectedReflectance20081007_-135--114_-15--1.jpeg,1189,26,1881,1028,Flower
299,Region3_SON_Terra/Terra_CorrectedReflectance20081007_-135--114_-15--1.jpeg,39,575,460,1396,Flower
300,Region3_SON_Terra/Terra_CorrectedReflectance20081007_-135--114_-15--1.jpeg,364,82,1240,1168,Gravel
301,Region3_SON_Aqua/Aqua_CorrectedReflectance20120908_-135--114_-15--1.jpeg,1632,475,2099,1136,Sugar
302,Region1_DJF_Aqua/Aqua_CorrectedReflectance20171223_-61--40_10-24.jpeg,1079,200,1810,960,Gravel
303,Region1_DJF_Aqua/Aqua_CorrectedReflectance20171223_-61--40_10-24.jpeg,366,191,1075,1144,Fish
304,Region2_DJF_Terra/Terra_CorrectedReflectance20170227_159-180_8-22.jpeg,572,222,1973,1003,Gravel
305,Region3_SON_Terra/Terra_CorrectedReflectance20101001_-135--114_-15--1.jpeg,779,32,2015,1253,Flower
306,Region3_SON_Terra/Terra_CorrectedReflectance20101001_-135--114_-15--1.jpeg,6,438,679,1277,Sugar
307,Region3_DJF_Terra/Terra_CorrectedReflectance20070101_-135--114_-15--1.jpeg,1276,445,2095,1391,Flower
308,Region3_DJF_Terra/Terra_CorrectedReflectance20070101_-135--114_-15--1.jpeg,90,645,1160,1344,Gravel
309,Region3_DJF_Terra/Terra_CorrectedReflectance20070101_-135--114_-15--1.jpeg,371,298,1419,723,Fish
310,Region1_DJF_Aqua/Aqua_CorrectedReflectance20151218_-61--40_10-24.jpeg,777,691,2057,1380,Sugar
311,Region2_DJF_Terra/Terra_CorrectedReflectance20120219_159-180_8-22.jpeg,192,853,992,1388,Sugar
312,Region2_DJF_Terra/Terra_CorrectedReflectance20120219_159-180_8-22.jpeg,1314,1008,1730,1399,Sugar
