subject_id,project_id,workflow_id,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at
26976355,7699,,60721,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/fish/Aqua_CorrectedReflectance20090130_-61--40_10-24.jpeg"",""id"":""1""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d9634d90-dc84-48b6-bcd9-7ecf1b86cad3.jpeg""}",0,,,2018-10-24 16:44:59 UTC,2018-10-24 16:44:59 UTC
26976356,7699,,60721,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/fish/Aqua_CorrectedReflectance20090202_-61--40_10-24.jpeg"",""id"":""2""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2ac40b7a-992d-46ed-99e1-88f8ad3e562b.jpeg""}",0,,,2018-10-24 16:45:00 UTC,2018-10-24 16:45:00 UTC
26976357,7699,,60721,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/fish/Aqua_CorrectedReflectance20100215_-61--40_10-24.jpeg"",""id"":""3""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ebecc7e5-df20-4149-b61b-7feee7026325.jpeg""}",0,,,2018-10-24 16:45:02 UTC,2018-10-24 16:45:02 UTC
26976358,7699,,60721,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/fish/Aqua_CorrectedReflectance20110117_-61--40_10-24.jpeg"",""id"":""4""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e7d070db-2a2a-4abe-8ec6-ef6ffcc92f39.jpeg""}",0,,,2018-10-24 16:45:03 UTC,2018-10-24 16:45:03 UTC
26976359,7699,,60721,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/fish/Aqua_CorrectedReflectance20110119_-61--40_10-24.jpeg"",""id"":""5""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ccb872dc-12bb-4723-a5b5-ce72f7dbfc49.jpeg""}",0,,,2018-10-24 16:45:05 UTC,2018-10-24 16:45:05 UTC
26976360,7699,,60721,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/fish/Aqua_CorrectedReflectance20110211_-61--40_10-24.jpeg"",""id"":""6""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/bd34f0e2-9022-49b1-b84f-be5a16cfd90d.jpeg""}",0,,,2018-10-24 16:45:06 UTC,2018-10-24 16:45:06 UTC
26976361,7699,,60721,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/fish/Aqua_CorrectedReflectance20130201_-61--40_10-24.jpeg"",""id"":""7""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/dfcd1113-162a-47fc-8578-1c4e5c4eef72.jpeg""}",0,,,2018-10-24 16:45:08 UTC,2018-10-24 16:45:08 UTC
26976362,7699,,60722,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/sugar/Aqua_CorrectedReflectance20141230_-61--40_10-24.jpeg"",""id"":""0""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/13942f5e-d0ce-4ffd-9424-e4eac40be4de.jpeg""}",0,,,2018-10-24 16:45:30 UTC,2018-10-24 16:45:30 UTC
26976363,7699,,60722,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/sugar/Aqua_CorrectedReflectance20141231_-61--40_10-24.jpeg"",""id"":""1""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/755e04ec-eefe-4ecb-b8dc-ce81ffbccc83.jpeg""}",0,,,2018-10-24 16:45:31 UTC,2018-10-24 16:45:31 UTC
26976364,7699,,60722,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/sugar/Aqua_CorrectedReflectance20151205_-61--40_10-24.jpeg"",""id"":""2""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/123add30-7003-4184-852b-0debf74b724b.jpeg""}",0,,,2018-10-24 16:45:32 UTC,2018-10-24 16:45:32 UTC
26976365,7699,,60722,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/sugar/Aqua_CorrectedReflectance20160120_-61--40_10-24.jpeg"",""id"":""3""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d45d83dd-36d6-4684-8ce9-6f774471494f.jpeg""}",0,,,2018-10-24 16:45:34 UTC,2018-10-24 16:45:34 UTC
26976366,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20071227_-61--40_10-24.jpeg"",""id"":""0""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/dc4d741f-2a51-4001-b651-780d92c5765f.jpeg""}",0,,,2018-10-24 16:45:52 UTC,2018-10-24 16:45:52 UTC
26976367,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20080103_-61--40_10-24.jpeg"",""id"":""1""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/86677b74-dc2c-497c-a951-07d9b482a666.jpeg""}",0,,,2018-10-24 16:45:54 UTC,2018-10-24 16:45:54 UTC
26976368,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20080105_-61--40_10-24.jpeg"",""id"":""2""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/aa454a2d-85ab-4b15-a090-41d2e178df99.jpeg""}",0,,,2018-10-24 16:45:55 UTC,2018-10-24 16:45:55 UTC
26976369,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20080116_-61--40_10-24.jpeg"",""id"":""3""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/dddca12e-29c6-4293-b4a9-10569ae188cf.jpeg""}",0,,,2018-10-24 16:45:56 UTC,2018-10-24 16:45:56 UTC
26976370,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20080220_-61--40_10-24.jpeg"",""id"":""4""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ef9f6bc0-cb24-4c10-814b-2233ec1bb7e6.jpeg""}",0,,,2018-10-24 16:45:58 UTC,2018-10-24 16:45:58 UTC
26976371,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20080221_-61--40_10-24.jpeg"",""id"":""5""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/cf913b55-462a-413b-8b5d-db455e760f90.jpeg""}",0,,,2018-10-24 16:45:59 UTC,2018-10-24 16:45:59 UTC
26976372,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20081201_-61--40_10-24.jpeg"",""id"":""6""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/cbebda5d-38c0-496b-a8a0-67d548cfa4e9.jpeg""}",0,,,2018-10-24 16:46:01 UTC,2018-10-24 16:46:01 UTC
26976373,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20081212_-61--40_10-24.jpeg"",""id"":""7""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/62f08154-a47c-485b-9d88-ac9e91e79a64.jpeg""}",0,,,2018-10-24 16:46:02 UTC,2018-10-24 16:46:02 UTC
26976374,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20081213_-61--40_10-24.jpeg"",""id"":""8""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/544e5647-f3ec-4d84-8c1f-0e66c7ccfbaf.jpeg""}",0,,,2018-10-24 16:46:03 UTC,2018-10-24 16:46:03 UTC
26976375,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20090112_-61--40_10-24.jpeg"",""id"":""9""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4dc9a0f6-fb5d-4fdf-ab43-85b0b079e46a.jpeg""}",0,,,2018-10-24 16:46:05 UTC,2018-10-24 16:46:05 UTC
26976376,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20090114_-61--40_10-24.jpeg"",""id"":""10""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2111d16f-9fc5-4d05-8407-85a831d875f3.jpeg""}",0,,,2018-10-24 16:46:06 UTC,2018-10-24 16:46:06 UTC
26976377,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20091202_-61--40_10-24.jpeg"",""id"":""11""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2b0e4851-a84a-4ca7-b6ff-c5659eb9e338.jpeg""}",0,,,2018-10-24 16:46:08 UTC,2018-10-24 16:46:08 UTC
26976378,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20091204_-61--40_10-24.jpeg"",""id"":""12""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/96751389-2316-4fef-8bf8-401d960d91bf.jpeg""}",0,,,2018-10-24 16:46:09 UTC,2018-10-24 16:46:09 UTC
26976379,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20091206_-61--40_10-24.jpeg"",""id"":""13""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d388edb4-2cff-4364-8d30-1d6fd7189444.jpeg""}",0,,,2018-10-24 16:46:11 UTC,2018-10-24 16:46:11 UTC
26976380,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20101217_-61--40_10-24.jpeg"",""id"":""14""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/582e5e65-e402-4dcf-adaf-0a3b26e945ed.jpeg""}",0,,,2018-10-24 16:46:12 UTC,2018-10-24 16:46:12 UTC
26976381,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20110122_-61--40_10-24.jpeg"",""id"":""15""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/9bf83cb9-8ebd-4708-ac7b-16756a5406da.jpeg""}",0,,,2018-10-24 16:46:13 UTC,2018-10-24 16:46:13 UTC
26976382,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20111224_-61--40_10-24.jpeg"",""id"":""16""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ae7cba79-e8ba-4e8a-9003-4e6e050c2569.jpeg""}",0,,,2018-10-24 16:46:15 UTC,2018-10-24 16:46:15 UTC
26976383,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20111231_-61--40_10-24.jpeg"",""id"":""17""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a3af23a5-4d9b-43c2-855e-1512692cb343.jpeg""}",0,,,2018-10-24 16:46:16 UTC,2018-10-24 16:46:16 UTC
26976384,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20120211_-61--40_10-24.jpeg"",""id"":""18""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/5f0303b1-9fcf-4322-ace2-8cd520b0b085.jpeg""}",0,,,2018-10-24 16:46:17 UTC,2018-10-24 16:46:17 UTC
26976385,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20121213_-61--40_10-24.jpeg"",""id"":""19""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7655d5a9-6a9f-4092-aacc-6446f4cafe70.jpeg""}",0,,,2018-10-24 16:46:19 UTC,2018-10-24 16:46:19 UTC
26976386,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20130119_-61--40_10-24.jpeg"",""id"":""20""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/69e8c24f-dd68-45fe-ac89-92233bb07d49.jpeg""}",0,,,2018-10-24 16:46:21 UTC,2018-10-24 16:46:21 UTC
26976387,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20140103_-61--40_10-24.jpeg"",""id"":""21""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6f6d5ff0-49ce-4182-8069-ec24efd4c591.jpeg""}",0,,,2018-10-24 16:46:23 UTC,2018-10-24 16:46:23 UTC
26976388,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20140111_-61--40_10-24.jpeg"",""id"":""22""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/afbda010-26b0-44bd-a005-14006ec6f483.jpeg""}",0,,,2018-10-24 16:46:25 UTC,2018-10-24 16:46:25 UTC
26976389,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20140120_-61--40_10-24.jpeg"",""id"":""23""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d75939fb-06a4-42ca-b7bc-9ee49bbc4fdb.jpeg""}",0,,,2018-10-24 16:46:26 UTC,2018-10-24 16:46:26 UTC
26976390,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20140128_-61--40_10-24.jpeg"",""id"":""24""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/b29a6a47-d4fc-4649-8db8-26cae2ea7aa0.jpeg""}",0,,,2018-10-24 16:46:28 UTC,2018-10-24 16:46:28 UTC
26976391,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20140129_-61--40_10-24.jpeg"",""id"":""25""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c88e9a7d-29f5-47bb-81c1-9ff60cbd684a.jpeg""}",0,,,2018-10-24 16:46:29 UTC,2018-10-24 16:46:29 UTC
26976392,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20140130_-61--40_10-24.jpeg"",""id"":""26""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6dd0609f-4047-4c97-8c62-5044f8d684be.jpeg""}",0,,,2018-10-24 16:46:31 UTC,2018-10-24 16:46:31 UTC
26976393,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20141210_-61--40_10-24.jpeg"",""id"":""27""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7993963c-a316-46ef-9de9-877fb5637939.jpeg""}",0,,,2018-10-24 16:46:32 UTC,2018-10-24 16:46:32 UTC
26976394,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20141219_-61--40_10-24.jpeg"",""id"":""28""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/44698c93-0451-47b2-b1f9-e5e565557273.jpeg""}",0,,,2018-10-24 16:46:33 UTC,2018-10-24 16:46:33 UTC
26976395,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20141225_-61--40_10-24.jpeg"",""id"":""29""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ed5654c3-b9eb-44f6-a33d-b34b079f02ac.jpeg""}",0,,,2018-10-24 16:46:35 UTC,2018-10-24 16:46:35 UTC
26976396,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20150104_-61--40_10-24.jpeg"",""id"":""30""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/988c5c37-0a4e-4ab6-a439-2c0e3301b840.jpeg""}",0,,,2018-10-24 16:46:36 UTC,2018-10-24 16:46:36 UTC
26976397,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20150106_-61--40_10-24.jpeg"",""id"":""31""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8cd8a1fb-8dd6-44d4-9d47-d6f326c6d2bb.jpeg""}",0,,,2018-10-24 16:46:38 UTC,2018-10-24 16:46:38 UTC
26976398,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20150110_-61--40_10-24.jpeg"",""id"":""32""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4f28b5ff-b10c-4b94-ac12-598957ca5f20.jpeg""}",0,,,2018-10-24 16:46:39 UTC,2018-10-24 16:46:39 UTC
26976399,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20150111_-61--40_10-24.jpeg"",""id"":""33""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/697963e5-bd69-48fd-a66b-01708e22483c.jpeg""}",0,,,2018-10-24 16:46:41 UTC,2018-10-24 16:46:41 UTC
26976400,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20150122_-61--40_10-24.jpeg"",""id"":""34""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/09a6fe33-b7c2-4ab1-8fe2-a0a3f31398cf.jpeg""}",0,,,2018-10-24 16:46:42 UTC,2018-10-24 16:46:42 UTC
26976401,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20151212_-61--40_10-24.jpeg"",""id"":""35""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f9db6a38-b7c8-48d3-9f29-d4dca71c1662.jpeg""}",0,,,2018-10-24 16:46:43 UTC,2018-10-24 16:46:43 UTC
26976402,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20151225_-61--40_10-24.jpeg"",""id"":""36""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d75b0fb0-cdb6-4efe-b791-479b164e348a.jpeg""}",0,,,2018-10-24 16:46:45 UTC,2018-10-24 16:46:45 UTC
26976403,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20160224_-61--40_10-24.jpeg"",""id"":""37""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4ff8cb80-aae4-4686-9413-38d0c47c0355.jpeg""}",0,,,2018-10-24 16:46:47 UTC,2018-10-24 16:46:47 UTC
26976404,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20160226_-61--40_10-24.jpeg"",""id"":""38""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ce512878-cab9-4e0d-983f-ffec6f1ae4b5.jpeg""}",0,,,2018-10-24 16:46:48 UTC,2018-10-24 16:46:48 UTC
26976405,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20161214_-61--40_10-24.jpeg"",""id"":""39""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/28d22534-bd50-480c-9a8c-74d87fc72b57.jpeg""}",0,,,2018-10-24 16:46:49 UTC,2018-10-24 16:46:49 UTC
26976406,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20161219_-61--40_10-24.jpeg"",""id"":""40""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1dd17022-660f-4384-b25e-6f8c6e8888f1.jpeg""}",0,,,2018-10-24 16:46:51 UTC,2018-10-24 16:46:51 UTC
26976407,7699,,60720,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/examples/gravel/Aqua_CorrectedReflectance20161225_-61--40_10-24.jpeg"",""id"":""41""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/633e2b57-c4e1-406b-a0f5-3c95924dcc8b.jpeg""}",0,,,2018-10-24 16:46:53 UTC,2018-10-24 16:46:53 UTC
27139582,7699,8073,60811,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/Region1_DJF_Aqua/Aqua_CorrectedReflectance20070101_-61--40_10-24.jpeg"",""id"":""0""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/beb6d2f2-d5e5-47bb-8132-402a6953c7c6.jpeg""}",1,,,2018-10-28 10:40:23 UTC,2018-10-28 10:40:23 UTC
27139584,7699,8073,60811,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/Region1_DJF_Aqua/Aqua_CorrectedReflectance20070102_-61--40_10-24.jpeg"",""id"":""1""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3a65f062-97aa-4af8-ba0f-a3660cec9d9a.jpeg""}",3,,,2018-10-28 10:40:24 UTC,2018-10-28 10:40:24 UTC
27139585,7699,8073,60811,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/Region1_DJF_Aqua/Aqua_CorrectedReflectance20070103_-61--40_10-24.jpeg"",""id"":""2""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a529ace3-b903-4a7e-bc7f-7d10e15f3f85.jpeg""}",2,,,2018-10-28 10:40:26 UTC,2018-10-28 10:40:26 UTC
27139586,7699,8073,60811,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/Region1_DJF_Aqua/Aqua_CorrectedReflectance20070104_-61--40_10-24.jpeg"",""id"":""3""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d56bef36-cf80-4e29-8c7a-3dfa74332631.jpeg""}",1,,,2018-10-28 10:40:27 UTC,2018-10-28 10:40:27 UTC
27139587,7699,8073,60811,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/Region1_DJF_Aqua/Aqua_CorrectedReflectance20070105_-61--40_10-24.jpeg"",""id"":""4""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6eea6473-733b-4a96-aa18-1aaf17b0733d.jpeg""}",0,,,2018-10-28 10:40:28 UTC,2018-10-28 10:40:28 UTC
27139589,7699,8073,60811,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/Region1_DJF_Aqua/Aqua_CorrectedReflectance20070106_-61--40_10-24.jpeg"",""id"":""5""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/521ea11b-7212-4ad8-80be-4ec54b9d379a.jpeg""}",1,,,2018-10-28 10:40:29 UTC,2018-10-28 10:40:29 UTC
27139590,7699,8073,60811,"{""fn"":""/project/meteo/work/S.Rasp/cloud-classification/Region1_DJF_Aqua/Aqua_CorrectedReflectance20070107_-61--40_10-24.jpeg"",""id"":""6""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2ad63739-0213-451b-82f3-a8de645155cd.jpeg""}",0,,,2018-10-28 10:40:31 UTC,2018-10-28 10:40:31 UTC
